Company,Page,Category,Verbatim Claim,English Translation,Language,Confidence,GPT Valid Claim,Text Verified,Environmental Relevance,Company Attributed,Complete Claim,Exclusion Reason,GPT Notes,Page URL,Source File,EMAS Verified,EU Organic Verified,B Corp Verified,Bord Bia Verified,Biopartenaire Verified,BioED Verified,ECGT Label,ECGT Rule Triggered,ECGT Explanation,ECGT Review Flag
The Happy Pear,Sustainability,general,"Eating more fruit & veg is one of the kindest things we can do for our planet and at The Happy Pear, we want to create a healthier and happier world. That's why we make delicious and healthy plant-based food that's better for you and better for the planet.","Eating more fruit & veg is one of the kindest things we can do for our planet and at The Happy Pear, we want to create a healthier and happier world. That's why we make delicious and healthy plant-based food that's better for you and better for the planet.",EN,0.75,Yes,Yes,Yes,Yes,Yes,,Faithful company statement linking plant-based food and healthier eating to benefits for the planet.,https://thehappypear.ie/sustainability,the_happy_pear.json,No,Yes,Yes,Yes,No,No,AMBER,AMBER - vague but substantive claim with confirmed TYPE-MATCHING registry,"The claim describes a behavioural commitment ('we make delicious and healthy plant-based food that's better for you and better for the planet') but lacks specific metrics, dates, or measurable outcomes. However, the company holds confirmed EU Organic certification, which is a TYPE-MATCHING registry for plant-based food and environmental claims. Under the rules, vague but substantive claims from certified companies receive AMBER as a credibility floor, not RED.",No
The Happy Pear,Sustainability,packaging,We do our best to put our products in the most sustainable and environmentally friendly packaging – striving to use compostable packaging as much as possible.,We do our best to put our products in the most sustainable and environmentally friendly packaging – striving to use compostable packaging as much as possible.,EN,0.9,Yes,Yes,Yes,Yes,Yes,,"Direct packaging claim about sustainable, environmentally friendly and compostable packaging.",https://thehappypear.ie/sustainability,the_happy_pear.json,No,Yes,Yes,Yes,No,No,AMBER,AMBER - Vague but substantive claim with specific action named (compostable packaging commitment) but no TYPE-MATCHING registry confirmed,"The claim names a concrete commitment (using compostable packaging) and an action (striving to reduce packaging impact), which satisfies the 'some behaviour named' threshold and prevents RED classification. However, no confirmed registry (EU Organic, B Corp, and Bord Bia do not verify packaging sustainability claims) provides TYPE-MATCHING verification for this specific environmental claim. The claim therefore meets AMBER criteria: specific intent but unverified by a relevant independent standard.",No
The Happy Pear,Sustainability,packaging,We consistently review our packaging and continue to look for the most sustainable packaging solutions available while also ensuring the quality of the food inside isn't compromised.,We consistently review our packaging and continue to look for the most sustainable packaging solutions available while also ensuring the quality of the food inside isn't compromised.,EN,0.8,Yes,Yes,Yes,Yes,Yes,,Faithful packaging-sustainability claim about reviewing packaging and seeking more sustainable solutions.,https://thehappypear.ie/sustainability,the_happy_pear.json,No,Yes,Yes,Yes,No,No,AMBER,AMBER — Specific commitment named ('continue to look for the most sustainable packaging solutions') but no TYPE-MATCHING registry confirmed; vague language ('most sustainable') without quantified metric or named supplier,"The claim describes a concrete, ongoing action (packaging review and seeking sustainable solutions) with a named subject and verb structure, which meets the threshold for specificity and avoids bare-tagline status. However, the language is aspirational and lacks quantifiable detail (no target date, no named alternative, no measurable outcome), and none of the confirmed registries (EU Organic, B Corp, Bord Bia) specifically verify packaging sustainability claims — they verify organic status, labour/governance standards, and origin respectively. The claim therefore requires external evidence to substantiate the sustainability assertion.",No
The Happy Pear,Sustainability,biodiversity,"We have started a regenerative organic Community Farm this year focused on growing organic fruit & veg for the wider Greystones area and emphasising on increasing the soil health & life, the surrounding biodiversity and reducing greenhouse gas emissions.","We have started a regenerative organic Community Farm this year focused on growing organic fruit & veg for the wider Greystones area and emphasising on increasing the soil health & life, the surrounding biodiversity and reducing greenhouse gas emissions.",EN,0.95,Yes,Yes,Yes,Yes,Yes,,"Accurate statement about regenerative organic farming focused on soil health, biodiversity and reducing emissions.",https://thehappypear.ie/sustainability,the_happy_pear.json,No,Yes,Yes,Yes,No,No,GREEN,"GREEN — Specific, verifiable action + TYPE-MATCHING registry confirmed (EU Organic)","The claim names a concrete initiative ('regenerative organic Community Farm this year'), specifies measurable environmental outcomes ('increasing soil health & life, surrounding biodiversity, reducing greenhouse gas emissions'), and names organic fruit & veg production. EU Organic certification is confirmed for this company, and organic status is the primary environmental claim here — the registry match is direct and type-appropriate. The specificity of the named action and outcomes, combined with confirmation of the relevant certification, satisfies the GREEN criterion.",No
The Happy Pear,Sustainability,carbon,"We are creating an example of a small-scale farm that works in tandem with nature, sequesters carbon each year from the atmosphere, produces tons of delicious organic food for the local community and encourages the creation of other such farms across Ireland and beyond through education and living example.","We are creating an example of a small-scale farm that works in tandem with nature, sequesters carbon each year from the atmosphere, produces tons of delicious organic food for the local community and encourages the creation of other such farms across Ireland and beyond through education and living example.",EN,0.9,Yes,Yes,Yes,Yes,Yes,,Faithful claim about sequestering carbon each year and producing organic food.,https://thehappypear.ie/sustainability,the_happy_pear.json,No,Yes,Yes,Yes,No,No,GREEN,"GREEN - Specific, concrete actions named AND type-matching registry (EU Organic) confirmed","The claim names multiple concrete, verifiable commitments: organic food production (verified by confirmed EU Organic certification), carbon sequestration with measurable outcome ('each year'), local community supply, and education/replication programme. The claim's core environmental assertion — organic status — is directly verified by the confirmed EU Organic registry. B Corp and Bord Bia certifications, while confirmed, are not the type-matching registry for an organic claim, but EU Organic is, and it is confirmed.",No
The Happy Pear,Sustainability,water,We produce our own sprouts organically in our temperature controlled indoor sprout farm in Kilcoole which produces high quality Irish superfoods year-round using a fraction of the land and water required to produce other types of food.,We produce our own sprouts organically in our temperature controlled indoor sprout farm in Kilcoole which produces high quality Irish superfoods year-round using a fraction of the land and water required to produce other types of food.,EN,0.88,Yes,Yes,Yes,Yes,Yes,,Faithful product/farming claim including organic growing and reduced land and water use.,https://thehappypear.ie/sustainability,the_happy_pear.json,No,Yes,Yes,Yes,No,No,GREEN,"GREEN — Specific, verifiable claim with TYPE-MATCHING registry confirmed (EU Organic)","The claim names a concrete action (producing sprouts organically in a named location with specified methods) and makes measurable assertions (year-round production, reduced land/water use). EU Organic certification is confirmed for this company, which directly verifies the organic production claim at the heart of the statement. The specificity of the facility, method, and environmental outcome, combined with matching registry confirmation, satisfies the GREEN criterion.",No
The Happy Pear,Sustainability,waste,We encourage our customers to use reusable cups by offering 20 cents off our hot drinks if they do use a reusable cup.,We encourage our customers to use reusable cups by offering 20 cents off our hot drinks if they do use a reusable cup.,EN,0.85,Yes,Yes,Yes,Yes,Yes,,Accurate reusable-cup incentive statement with waste-reduction implication.,https://thehappypear.ie/sustainability,the_happy_pear.json,No,Yes,Yes,Yes,No,No,GREEN,"GREEN — concrete, verifiable action + company holds confirmed certification of relevant type","The claim names a specific, measurable action already in place (20 cents discount for reusable cup use) — a concrete waste-reduction initiative with a defined incentive and verifiable outcome. The company holds confirmed B Corp certification, which verifies social and environmental performance commitments including waste practices. The claim is neither vague nor aspirational; it describes an existing programme with sufficient detail to be independently checkable. The B Corp registry, while not exclusively a waste certification, does verify company-wide environmental responsibility and aligns with the type of behaviour claimed here.",No
The Happy Pear,Sustainability,packaging,We incentivise customers to bring their own reusable bags and now charge them 15c if they require a branded paper bag. Our intention here is to encourage the necessary shift in consumer behaviour towards reusable.,We incentivise customers to bring their own reusable bags and now charge them 15c if they require a branded paper bag. Our intention here is to encourage the necessary shift in consumer behaviour towards reusable.,EN,0.85,Yes,Yes,Yes,Yes,Yes,,Faithful claim about encouraging reusable bags and charging for paper bags.,https://thehappypear.ie/sustainability,the_happy_pear.json,No,Yes,Yes,Yes,No,No,GREEN,"GREEN - STEP 2: Concrete, verifiable action already taken with specific metric AND company holds confirmed B Corp certification (credibility floor for responsible business practice)","The claim names a specific, measurable action already implemented (charging 15c for paper bags to incentivise reusable bag use) with a stated behavioural intent. While packaging sustainability is not the primary focus of EU Organic, B Corp, or Bord Bia certifications individually, B Corp certification does verify responsible business practices and environmental stewardship across operations, including packaging choices. The claim is sufficiently concrete and verified company holds a confirmed certification relevant to environmental responsibility, meeting the GREEN threshold.",Yes
The Happy Pear,Sustainability,packaging,"Later this year, we will move to more solid reusable cups only and stop offering single use disposable take away cups, whereby you pay a deposit for the takeaway cup and when you bring it back you get that money back.","Later this year, we will move to more solid reusable cups only and stop offering single use disposable take away cups, whereby you pay a deposit for the takeaway cup and when you bring it back you get that money back.",EN,0.85,Yes,Yes,Yes,Yes,Yes,,Accurate statement about moving to reusable cups and eliminating disposable takeaway cups.,https://thehappypear.ie/sustainability,the_happy_pear.json,No,Yes,Yes,Yes,No,No,AMBER,AMBER — specific commitment named but no type-matching registry confirmed,"The claim describes a concrete, future action (moving to reusable cups with a deposit system by a named date) with specific behaviour and a deposit-return mechanism. However, none of the confirmed registries (EU Organic, B Corp, Bord Bia) are type-matched to packaging/circular economy claims — they verify different environmental domains. EMAS (environmental management) would be the relevant registry for this kind of operational commitment, but it is not confirmed. Specific detail elevates this above RED, but absence of the matching registry prevents GREEN.",No
The Happy Pear,Sustainability,carbon,We power all our retail and production sites with renewable energy through our electricity provider and what's more we have installed LED light fittings across all our sites helping to reduce greenhouse gas emissions.,We power all our retail and production sites with renewable energy through our electricity provider and what's more we have installed LED light fittings across all our sites helping to reduce greenhouse gas emissions.,EN,0.95,Yes,Yes,Yes,Yes,Yes,,Faithful claim about renewable energy use and LED lighting reducing emissions.,https://thehappypear.ie/sustainability,the_happy_pear.json,No,Yes,Yes,Yes,No,No,GREEN,"GREEN — Concrete, verifiable facts (named actions with measurable outcomes) + TYPE-MATCHING registry confirmed","The claim names specific, already-implemented actions (renewable energy provision through electricity provider, LED installation across all sites) with measurable environmental outcomes (greenhouse gas emission reduction). Although the primary registries confirmed (EU Organic, B Corp, Bord Bia) do not specifically verify carbon/energy claims, B Corp certification does encompass environmental performance and governance broadly, providing credible independent verification of the company's operational environmental commitments. The claim's concrete detail and the presence of a credible, relevant independent certification justify GREEN.",Yes
The Happy Pear,Sustainability,carbon,"Our vans run on compressed natural gas, helping to reduce our vehicle CO² emissions by over 20%.","Our vans run on compressed natural gas, helping to reduce our vehicle CO² emissions by over 20%.",EN,0.95,Yes,Yes,Yes,Yes,Yes,,Direct vehicle emissions reduction claim.,https://thehappypear.ie/sustainability,the_happy_pear.json,No,Yes,Yes,Yes,No,No,GREEN,"GREEN - STEP 2: Concrete, verifiable fact (named action + measurable outcome) with TYPE-MATCHING registry confirmed","The claim specifies a concrete action ('vans run on compressed natural gas') and a measurable outcome ('reduce vehicle CO² emissions by over 20%'). While the confirmed registries (EU Organic, B Corp, Bord Bia) are not carbon-specific schemes, B Corp certification does verify environmental performance claims including emissions reduction across a company's operations. The specificity of the metric and the action named satisfy the GREEN criterion for a concrete, verifiable fact.",Yes
The Happy Pear,Sustainability,waste,"We actively reduce food waste by using as much 'unsellable' fruit and veg from our stores in our kitchens and our cafes, donate any surplus food to local charities, and our food production facility donates any excess stock through the food redistribution charity, FoodCloud.","We actively reduce food waste by using as much 'unsellable' fruit and veg from our stores in our kitchens and our cafes, donate any surplus food to local charities, and our food production facility donates any excess stock through the food redistribution charity, FoodCloud.",EN,0.95,Yes,Yes,Yes,Yes,Yes,,Faithful waste-reduction and food redistribution claim.,https://thehappypear.ie/sustainability,the_happy_pear.json,No,Yes,Yes,Yes,No,No,GREEN,"GREEN - concrete, verifiable facts with specific actions already taken","The claim names multiple specific, named actions already implemented (using unsellable produce in kitchens/cafes, donating surplus to local charities, redistribution through FoodCloud) with concrete operational detail. These are verifiable facts about company behaviour, not aspirations. The company holds confirmed B Corp certification, which validates corporate social and environmental practices including waste reduction and community benefit — a type-matching registry for this kind of waste-reduction and charitable-donation claim. Specificity + type-matching registry confirmation = GREEN.",No
The Happy Pear,Sustainability,waste,"Over this coming year, we will be using any remaining food waste to create beautiful compost for our regenerative organic farm, closing the loop of this system.","Over this coming year, we will be using any remaining food waste to create beautiful compost for our regenerative organic farm, closing the loop of this system.",EN,0.9,Yes,Yes,Yes,Yes,Yes,,Accurate claim about composting remaining food waste and closing the loop.,https://thehappypear.ie/sustainability,the_happy_pear.json,No,Yes,Yes,Yes,No,No,AMBER,"AMBER — specific commitment with concrete action named, but registry confirmation does not match claim type","The claim names a specific, future action (composting food waste for a regenerative organic farm) with detail about timing ('coming year') and outcome ('closing the loop'). However, while the company holds confirmed EU Organic and B Corp certifications, neither of these verifies a waste-management or composting practice — EU Organic certifies production standards, not waste handling; B Corp certifies general social/environmental governance. The claim is substantive and specific enough to warrant AMBER (not RED), but lacks a matching registry confirmation (EMAS would verify environmental management including waste, but is not confirmed). The EU Organic certification provides some credibility floor given the farm context, but does not specifically verify the waste-to-compost claim.",Yes
The Happy Pear,Sustainability,waste,"Furthermore, in due course, we will be looking to use our waste coffee grinds from our cafés as a substrate for growing our own mushrooms.","Furthermore, in due course, we will be looking to use our waste coffee grinds from our cafés as a substrate for growing our own mushrooms.",EN,0.85,Yes,Yes,Yes,Yes,Yes,,Faithful future-use claim involving waste coffee grounds as substrate for mushrooms.,https://thehappypear.ie/sustainability,the_happy_pear.json,No,Yes,Yes,Yes,No,No,AMBER,"AMBER - specific commitment with concrete detail, but future aspiration with no registry match for waste-to-mushroom claim","The claim names a specific, verifiable action (converting waste coffee grounds into mushroom substrate) with named source (company cafés) and describes a concrete environmental initiative. However, it is framed as a future aspiration ('in due course, we will be looking to'), and none of the confirmed registries (EU Organic, B Corp, Bord Bia) specifically verify waste-reduction or circular-economy mushroom-growing claims. Under STEP 2 AMBER criterion, a specific commitment without matching registry confirmation, or one that is aspirational in nature, requires AMBER pending evidence of implementation.",No
The Happy Pear,Sustainability,certification,"As part of our Origin Green membership, we have set ourselves strong and stretching targets to grow and improve our sustainability practices year on year across our CO2 emissions, energy, waste, water, buying from suppliers with recognised environmental / sustainable certifications and by promoting healthy plant-based eating & living through our education courses and supporting our own team in terms of their health and wellbeing.","As part of our Origin Green membership, we have set ourselves strong and stretching targets to grow and improve our sustainability practices year on year across our CO2 emissions, energy, waste, water, buying from suppliers with recognised environmental / sustainable certifications and by promoting healthy plant-based eating & living through our education courses and supporting our own team in terms of their health and wellbeing.",EN,0.95,Yes,Yes,Yes,Yes,Yes,,Accurate Origin Green membership and sustainability-targets claim.,https://thehappypear.ie/sustainability,the_happy_pear.json,No,Yes,Yes,Yes,No,No,GREEN,GREEN - Specific commitment named AND TYPE-MATCHING registry confirmed (Bord Bia Origin Green),"The claim names a specific, verifiable programme (Origin Green membership) with concrete commitments across named areas (CO2 emissions, energy, waste, water, supplier certifications, education, wellbeing). Registry evidence confirms Bord Bia (Origin Green) is a valid certification for this company, and Origin Green is a named public sustainability programme whose registry is confirmed. This satisfies the GREEN criterion: specific, named action + type-matching registry confirmed.",No
The Happy Pear,Sustainability,general,"Through our work with leading healthcare professionals and specialists – gastroenterologists, cardiologists, GPs, dieticians, and performance psychologists – we are catapulting real world shifts towards healthier, more plant-based diets that are not only better for individuals but also for the planet.","Through our work with leading healthcare professionals and specialists – gastroenterologists, cardiologists, GPs, dieticians, and performance psychologists – we are catapulting real world shifts towards healthier, more plant-based diets that are not only better for individuals but also for the planet.",EN,0.78,Yes,Yes,Yes,Yes,Yes,,Faithful statement connecting plant-based diets with benefits for people and the planet.,https://thehappypear.ie/sustainability,the_happy_pear.json,No,Yes,Yes,Yes,No,No,AMBER,"AMBER — Specific action and commitment named, but no type-matching registry confirmed for the claim","The claim names a concrete commitment ('work with leading healthcare professionals') and a specific behavioural outcome ('catapulting real world shifts towards healthier, more plant-based diets'), which satisfies BOUNDARY rule 1 (specific detail present). However, the claim is about dietary/health impact and sustainability messaging, not organic certification, B Corp governance standards, or food origin provenance. The confirmed registries (EU Organic, B Corp, Bord Bia Origin Green) do not type-match this particular claim about plant-based diet promotion and health/planetary impact. Per GREEN/AMBER boundary rule 2, specificity without a type-matching registry confirmation yields AMBER, not GREEN.",Yes
The Happy Pear,Sustainability,certification,"The Happy Pear is officially a Certified B Corporation™! Certified B Corporations are businesses that have been verified by B Lab™ to meet high standards of social and environmental performance, accountability, and transparency.","The Happy Pear is officially a Certified B Corporation™! Certified B Corporations are businesses that have been verified by B Lab™ to meet high standards of social and environmental performance, accountability, and transparency.",EN,0.98,Yes,Yes,Yes,Yes,Yes,,Direct Certified B Corporation and B Lab verification claim.,https://thehappypear.ie/sustainability,the_happy_pear.json,No,Yes,Yes,Yes,No,No,GREEN,"GREEN - Claim references a specific certification (B Corp) AND registry confirms THAT SPECIFIC certification (B Corp confirmed). Claim names a concrete, verifiable action already taken (official B Corp certification with named verifier B Lab™) with a type-matching registry confirmation.","The Happy Pear names B Corporation™ certification and describes the verification standard it meets. Registry evidence confirms B Corp is held by this company. The claim is specific (names the certification, the verifier, and the standard), and the type-matching registry is confirmed, satisfying the GREEN criterion under STEP 2.",No
The Happy Pear,Sustainability,general,"It means we've taken a long, hard look at every part of our business—from how we support our team, to how we grow our food, to how we impact our local community and the wider world—and we're committed to continuous improvement in all those areas.","It means we've taken a long, hard look at every part of our business—from how we support our team, to how we grow our food, to how we impact our local community and the wider world—and we're committed to continuous improvement in all those areas.",EN,0.75,Yes,Yes,Yes,Yes,Yes,,Faithful company commitment to continuous improvement across business areas.,https://thehappypear.ie/sustainability,the_happy_pear.json,No,Yes,Yes,Yes,No,No,AMBER,"AMBER — vague but substantive claim; company holds TYPE-MATCHING confirmed certifications (EU Organic, B Corp, Bord Bia) which provide credibility floor","The claim names specific behavioural commitments (examining every part of the business, supporting team, growing food, community impact, continuous improvement) but does not quantify them or name concrete actions—it is aspirational and general. However, because the company is confirmed in relevant registries (EU Organic for food production; B Corp for broad sustainability governance; Bord Bia for origin/sustainability practices), the certification credibility floor applies, and the claim rises from RED (unconfirmed vague assertion) to AMBER (vague but verified company). The claim is substantive enough to be environmental/social behaviour description rather than a bare tagline, and the registry match is genuine.",No
